name,Model_Name,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,fps_per_w,area,fps_per_w_per_area,Total_Cache_Reads,Total_Cache_Writes,Total_Cache_Access,Dataflow,Datarate,BatchSize
HEANA_10,MobileNet_V2,"[{'element_size': 31, 'element_count': 31, 'units_count': 356, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 100, 'batch_size': 1}]",0.000511702,0.000241005,4149.292025,355.4650659,618206.2316,0.001982334,20663.04573,9.59E-08,91693063498,1492314,91694555812,Output-Stationary,100,1
AMW_5,ResNet50,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",8.27E-05,0.07613049,13.13534177,18656.62377,818448.9092,1.24E-05,41986.25814,2.94E-10,5.64457E+12,172679038,5.64474E+12,Input-Stationary,5,1
AMW_10,ResNet50,"[{'element_size': 12, 'element_count': 12, 'units_count': 1280, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",6.17E-05,0.059951701,16.68009386,25584.48961,1427215.496,9.00E-06,22251.06543,4.04E-10,5.63549E+12,231035944,5.63572E+12,Input-Stationary,10,1
MAW_5,ResNet50,"[{'element_size': 22, 'element_count': 22, 'units_count': 673, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.000112287,2.495955915,0.400648102,13980.59807,1278845.682,3.12E-07,55604.42044,5.61E-12,5.56397E+12,124328156,5.56409E+12,Input-Stationary,5,1
MAW_10,ResNet50,"[{'element_size': 16, 'element_count': 16, 'units_count': 1241, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",8.27E-05,3.58745149,0.278749414,19429.33267,2336690.415,1.19E-07,20432.35719,5.82E-12,5.64457E+12,172679038,5.64474E+12,Input-Stationary,10,1
HEANA_5,ResNet50,"[{'element_size': 42, 'element_count': 42, 'units_count': 190, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.00021137,0.027951805,35.77586518,7317.92546,320947.9702,6.14E-05,54693.23085,1.12E-09,5.78962E+12,67734832,5.78969E+12,Input-Stationary,5,1
HEANA_10,ResNet50,"[{'element_size': 31, 'element_count': 31, 'units_count': 356, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.000155861,0.022901947,43.66441061,9997.15754,618206.2316,4.14E-05,20663.04573,2.00E-09,5.7729E+12,91232514,5.77299E+12,Input-Stationary,10,1
HEANA_1,ResNet50,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.000408534,0.054247853,18.43390926,3754.6111,86898.08112,0.000118083,25532.85089,4.62E-09,5.72211E+12,33773466,5.72215E+12,Input-Stationary,1,1
AMW_1,ResNet50,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.000155861,0.161291766,6.199944515,9749.323173,215689.554,2.25E-05,25424.06357,8.83E-10,5.7729E+12,91232514,5.77299E+12,Input-Stationary,1,1
MAW_1,ResNet50,"[{'element_size': 44, 'element_count': 44, 'units_count': 173, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.000222826,1.207950762,0.827848313,6819.228354,331933.1526,2.45E-06,25408.74542,9.65E-11,5.42679E+12,60670382,5.42685E+12,Input-Stationary,1,1
HEANA_1,ResNet50,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.000408534,0.051772098,19.31542353,3716.260121,86898.08112,0.000121726,25532.85089,4.77E-09,2.88132E+12,17107738,2.88134E+12,Weight-Stationary,1,1
AMW_5,ResNet50,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",8.27E-05,0.06173562,16.19810421,18101.14322,818448.9092,1.46E-05,41986.25814,3.47E-10,2.84175E+12,87608702,2.84183E+12,Weight-Stationary,5,1
AMW_10,ResNet50,"[{'element_size': 12, 'element_count': 12, 'units_count': 1280, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",6.17E-05,0.040782011,24.52061523,24617.34675,1427215.496,1.21E-05,22251.06543,5.43E-10,2.83716E+12,117086376,2.83728E+12,Weight-Stationary,10,1
AMW_1,ResNet50,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.000155861,0.154071276,6.490502487,9596.83633,215689.554,2.33E-05,25424.06357,9.18E-10,2.90611E+12,46348290,2.90615E+12,Weight-Stationary,1,1
MAW_5,ResNet50,"[{'element_size': 22, 'element_count': 22, 'units_count': 673, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.000112287,2.485693875,0.402302154,13478.61912,1278845.682,3.13E-07,55604.42044,5.63E-12,2.8015E+12,62986972,2.80156E+12,Weight-Stationary,5,1
MAW_10,ResNet50,"[{'element_size': 16, 'element_count': 16, 'units_count': 1241, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",8.27E-05,3.57305662,0.279872419,18490.16187,2336690.415,1.20E-07,20432.35719,5.85E-12,2.84175E+12,87608702,2.84183E+12,Weight-Stationary,10,1
MAW_1,ResNet50,"[{'element_size': 44, 'element_count': 44, 'units_count': 173, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.000222826,1.203049192,0.831221206,6693.374315,331933.1526,2.46E-06,25408.74542,9.69E-11,2.73245E+12,30620590,2.73248E+12,Weight-Stationary,1,1
HEANA_5,ResNet50,"[{'element_size': 42, 'element_count': 42, 'units_count': 190, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.00021137,0.022711015,44.03149788,7170.438478,320947.9702,6.92E-05,54693.23085,1.26E-09,2.91466E+12,34295984,2.9147E+12,Weight-Stationary,5,1
HEANA_10,ResNet50,"[{'element_size': 31, 'element_count': 31, 'units_count': 356, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.000155861,0.015681457,63.7695863,9721.597559,618206.2316,5.15E-05,20663.04573,2.49E-09,2.90611E+12,46348290,2.90615E+12,Weight-Stationary,10,1
AMW_1,ResNet50,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.000155861,0.154071276,6.490502487,9596.83633,215689.554,2.33E-05,25424.06357,9.18E-10,2.90611E+12,46348290,2.90615E+12,Output-Stationary,1,1
AMW_5,ResNet50,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",8.27E-05,0.06173562,16.19810421,18101.14322,818448.9092,1.46E-05,41986.25814,3.47E-10,2.84175E+12,87608702,2.84183E+12,Output-Stationary,5,1
AMW_10,ResNet50,"[{'element_size': 12, 'element_count': 12, 'units_count': 1280, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",6.17E-05,0.040782011,24.52061523,24617.34675,1427215.496,1.21E-05,22251.06543,5.43E-10,2.83716E+12,117086376,2.83728E+12,Output-Stationary,10,1
MAW_1,ResNet50,"[{'element_size': 44, 'element_count': 44, 'units_count': 173, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.000222826,1.203049192,0.831221206,6693.374315,331933.1526,2.46E-06,25408.74542,9.69E-11,2.73245E+12,30620590,2.73248E+12,Output-Stationary,1,1
MAW_5,ResNet50,"[{'element_size': 22, 'element_count': 22, 'units_count': 673, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.000112287,2.485693875,0.402302154,13478.61912,1278845.682,3.13E-07,55604.42044,5.63E-12,2.8015E+12,62986972,2.80156E+12,Output-Stationary,5,1
MAW_10,ResNet50,"[{'element_size': 16, 'element_count': 16, 'units_count': 1241, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",8.27E-05,3.57305662,0.279872419,18490.16187,2336690.415,1.20E-07,20432.35719,5.85E-12,2.84175E+12,87608702,2.84183E+12,Output-Stationary,10,1
HEANA_1,ResNet50,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.000408534,0.005451539,183.4344461,3716.260121,86898.08112,0.000238664,20769.10739,1.15E-08,2.88132E+12,17107738,2.88134E+12,Output-Stationary,10,1
HEANA_5,ResNet50,"[{'element_size': 42, 'element_count': 42, 'units_count': 190, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 50, 'batch_size': 1}]",0.00021137,0.00254543,392.8608571,7170.438478,320947.9702,0.000125197,20228.72805,6.19E-09,2.91466E+12,34295984,2.9147E+12,Output-Stationary,50,1
HEANA_10,ResNet50,"[{'element_size': 31, 'element_count': 31, 'units_count': 356, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 100, 'batch_size': 1}]",0.000155861,0.001842475,542.7483057,9721.597559,618206.2316,9.21E-05,20663.04573,4.46E-09,2.90611E+12,46348290,2.90615E+12,Output-Stationary,100,1
AMW_5,ShuffleNet_V2,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.000528831,0.008361534,119.5952771,1131.251874,818448.9092,0.000125396,41986.25814,2.99E-09,3.31951E+11,10268617,3.31961E+11,Input-Stationary,5,1
AMW_10,ShuffleNet_V2,"[{'element_size': 12, 'element_count': 12, 'units_count': 1280, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.000396508,0.007269988,137.5518165,1534.634342,1427215.496,8.40E-05,22251.06543,3.77E-09,3.32154E+11,13656123,3.32167E+11,Input-Stationary,10,1
HEANA_1,ShuffleNet_V2,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.002534316,0.004794878,208.5558798,226.1897077,86898.08112,0.00155556,25532.85089,6.09E-08,3.04356E+11,1803266,3.04358E+11,Input-Stationary,1,1
MAW_5,ShuffleNet_V2,"[{'element_size': 22, 'element_count': 22, 'units_count': 673, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.000705008,0.254787993,3.924831725,855.3494122,1278845.682,3.06E-06,55604.42044,5.50E-11,3.38148E+11,7663726,3.38156E+11,Input-Stationary,5,1
MAW_10,ShuffleNet_V2,"[{'element_size': 16, 'element_count': 16, 'units_count': 1241, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.000528831,0.347295526,2.879392114,1176.694027,2336690.415,1.23E-06,20432.35719,6.02E-11,3.31951E+11,10268617,3.31961E+11,Input-Stationary,10,1
HEANA_5,ShuffleNet_V2,"[{'element_size': 42, 'element_count': 42, 'units_count': 190, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.001301863,0.002898117,345.051608,444.5008425,320947.9702,0.00072746,54693.23085,1.33E-08,3.34149E+11,3967672,3.34153E+11,Input-Stationary,5,1
HEANA_10,ShuffleNet_V2,"[{'element_size': 31, 'element_count': 31, 'units_count': 356, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.001013168,0.002552141,391.8278656,589.6296941,618206.2316,0.000461387,20663.04573,2.23E-08,3.17776E+11,5076869,3.17782E+11,Input-Stationary,10,1
AMW_1,ShuffleNet_V2,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.001013168,0.014747781,67.80681107,575.987332,215689.554,0.000266175,25424.06357,1.05E-08,3.17776E+11,5076869,3.17782E+11,Input-Stationary,1,1
MAW_1,ShuffleNet_V2,"[{'element_size': 44, 'element_count': 44, 'units_count': 173, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.001371262,0.112585122,8.882168261,425.6226332,331933.1526,2.65E-05,25408.74542,1.04E-09,3.34553E+11,3796659,3.34557E+11,Input-Stationary,1,1
HEANA_1,ShuffleNet_V2,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.002534316,0.004537386,220.391212,224.1629158,86898.08112,0.001616938,25532.85089,6.33E-08,1.54224E+11,937218,1.54225E+11,Weight-Stationary,1,1
AMW_1,ShuffleNet_V2,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.001013168,0.013716479,72.90500718,567.644165,215689.554,0.000283596,25424.06357,1.12E-08,1.60923E+11,2567205,1.60926E+11,Weight-Stationary,1,1
MAW_1,ShuffleNet_V2,"[{'element_size': 44, 'element_count': 44, 'units_count': 173, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.001371262,0.111889646,8.937377431,417.908419,331933.1526,2.66E-05,25408.74542,1.05E-09,1.69404E+11,1925003,1.69406E+11,Weight-Stationary,1,1
AMW_5,ShuffleNet_V2,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.000528831,0.00609546,164.0565166,1098.773351,818448.9092,0.000164268,41986.25814,3.91E-09,1.68072E+11,5256425,1.68077E+11,Weight-Stationary,5,1
AMW_10,ShuffleNet_V2,"[{'element_size': 12, 'element_count': 12, 'units_count': 1280, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.000396508,0.004217306,237.1182151,1477.959875,1427215.496,0.000133387,22251.06543,5.99E-09,1.68172E+11,7023827,1.68179E+11,Weight-Stationary,10,1
MAW_5,ShuffleNet_V2,"[{'element_size': 22, 'element_count': 22, 'units_count': 673, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.000705008,0.253193802,3.94954375,825.0141786,1278845.682,3.08E-06,55604.42044,5.54E-11,1.71209E+11,3926366,1.71213E+11,Weight-Stationary,5,1
MAW_10,ShuffleNet_V2,"[{'element_size': 16, 'element_count': 16, 'units_count': 1241, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.000528831,0.345029235,2.898305121,1121.781429,2336690.415,1.24E-06,20432.35719,6.06E-11,1.68072E+11,5256425,1.68077E+11,Weight-Stationary,10,1
HEANA_5,ShuffleNet_V2,"[{'element_size': 42, 'element_count': 42, 'units_count': 190, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.001301863,0.002150883,464.9253785,436.0418147,320947.9702,0.000887813,54693.23085,1.62E-08,1.69258E+11,2034744,1.6926E+11,Weight-Stationary,5,1
HEANA_10,ShuffleNet_V2,"[{'element_size': 31, 'element_count': 31, 'units_count': 356, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.001013168,0.001520859,657.523193,574.5527021,618206.2316,0.000660172,20663.04573,3.19E-08,1.60923E+11,2567205,1.60926E+11,Weight-Stationary,10,1
AMW_1,ShuffleNet_V2,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.001013168,0.013716479,72.90500718,567.644165,215689.554,0.000283596,25424.06357,1.12E-08,1.60923E+11,2567205,1.60926E+11,Output-Stationary,1,1
AMW_5,ShuffleNet_V2,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.000528831,0.00609546,164.0565166,1098.773351,818448.9092,0.000164268,41986.25814,3.91E-09,1.68072E+11,5256425,1.68077E+11,Output-Stationary,5,1
AMW_10,ShuffleNet_V2,"[{'element_size': 12, 'element_count': 12, 'units_count': 1280, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.000396508,0.004217306,237.1182151,1477.959875,1427215.496,0.000133387,22251.06543,5.99E-09,1.68172E+11,7023827,1.68179E+11,Output-Stationary,10,1
MAW_1,ShuffleNet_V2,"[{'element_size': 44, 'element_count': 44, 'units_count': 173, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.001371262,0.111889646,8.937377431,417.908419,331933.1526,2.66E-05,25408.74542,1.05E-09,1.69404E+11,1925003,1.69406E+11,Output-Stationary,1,1
MAW_5,ShuffleNet_V2,"[{'element_size': 22, 'element_count': 22, 'units_count': 673, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.000705008,0.253193802,3.94954375,825.0141786,1278845.682,3.08E-06,55604.42044,5.54E-11,1.71209E+11,3926366,1.71213E+11,Output-Stationary,5,1
MAW_10,ShuffleNet_V2,"[{'element_size': 16, 'element_count': 16, 'units_count': 1241, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.000528831,0.345029235,2.898305121,1121.781429,2336690.415,1.24E-06,20432.35719,6.06E-11,1.68072E+11,5256425,1.68077E+11,Output-Stationary,10,1
HEANA_1,ShuffleNet_V2,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.002534316,0.00060295,1658.513415,224.1629158,86898.08112,0.003615877,20769.10739,1.74E-07,1.54224E+11,937218,1.54225E+11,Output-Stationary,10,1
HEANA_5,ShuffleNet_V2,"[{'element_size': 42, 'element_count': 42, 'units_count': 190, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 50, 'batch_size': 1}]",0.001301863,0.000364299,2744.995818,436.0418147,320947.9702,0.001808439,20228.72805,8.94E-08,1.69258E+11,2034744,1.6926E+11,Output-Stationary,50,1
HEANA_10,ShuffleNet_V2,"[{'element_size': 31, 'element_count': 31, 'units_count': 356, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 100, 'batch_size': 1}]",0.001013168,0.000301297,3318.98547,574.5527021,618206.2316,0.001314378,20663.04573,6.36E-08,1.60923E+11,2567205,1.60926E+11,Output-Stationary,100,1
